age,breakdown_count,repair_cost,downtime_hours,risk_level
3,13,17555,32,High
20,14,4584,10,High
8,1,1642,29,Medium
1,11,11907,46,High
3,11,6680,48,High
5,3,18383,65,High
20,13,8654,67,High
17,5,6604,12,Low
18,9,12739,33,Medium
15,15,27787,76,High
5,6,1354,28,Medium
6,10,26762,80,High
3,14,18453,12,High
13,9,15314,41,Medium
20,14,17160,16,High
20,9,26468,7,High
10,13,4317,45,High
19,7,7770,50,Medium
10,10,3625,62,High
2,4,5033,15,Low
5,4,9606,38,Medium
16,0,27650,1,High
16,3,14853,59,High
7,4,27498,4,High
10,15,27947,22,High
14,4,20596,70,High
13,14,17805,33,High
11,13,18174,35,High
20,14,1368,3,High
17,2,21980,5,High
3,6,10959,72,High
6,10,19023,18,Medium
11,11,9991,78,High
8,10,14679,25,Medium
4,11,18404,56,High
16,5,2291,79,High
16,0,4647,15,Low
6,8,3729,17,Medium
9,5,19956,13,Low
17,2,26384,2,High
10,3,14638,31,Medium
1,15,14566,59,High
19,13,13968,76,High
13,10,18346,68,High
9,2,25937,4,High
3,6,19757,14,Medium
10,10,22055,29,High
3,11,12472,40,High
17,2,19030,48,Medium
14,7,10650,33,Medium
10,10,16873,78,High
5,13,19940,72,High
11,10,14138,78,High
1,12,19856,27,High
20,9,5837,78,High
4,3,15095,63,High
20,1,15092,30,Medium
20,13,22333,54,High
13,9,26215,64,High
14,5,19584,17,Low
20,13,28865,50,High
16,2,14672,2,Low
7,4,22113,17,High
2,5,16375,77,High
5,10,11545,68,High
6,12,28738,58,High
12,3,18236,79,High
17,10,4579,3,Medium
15,15,7101,70,High
18,4,8494,48,Medium
2,12,14482,14,High
18,10,1355,39,Medium
7,12,712,73,High
12,5,2885,55,High
16,11,5868,4,High
11,6,1651,43,Medium
16,6,28834,70,High
19,9,11499,63,High
19,7,6976,51,High
1,13,7264,45,High
7,2,4041,56,High
20,10,6153,52,High
16,11,7171,59,High
18,4,27741,56,High
1,4,17237,78,High
15,7,25347,73,High
5,4,12994,65,High
19,11,4764,4,High
14,2,22009,77,High
17,5,16081,77,High
2,5,10868,13,Low
6,9,28416,52,High
17,15,17979,76,High
2,14,20081,18,High
20,8,9782,52,High
1,6,15121,30,Medium
18,3,17382,8,Low
6,4,2364,5,Low
3,4,16616,79,High
12,2,27713,13,High
20,4,2112,6,Low
13,1,6505,25,Low
12,10,8253,63,High
7,14,23308,2,High
10,14,19223,62,High
3,6,15732,64,High
4,14,19598,13,High
12,13,5650,16,High
3,12,24989,17,High
7,8,8320,15,Medium
12,9,21562,42,High
10,6,22477,58,High
18,8,13072,59,High
20,3,10445,24,Low
20,13,18674,58,High
13,5,19015,11,Low
10,15,16126,48,High
11,0,23227,6,High
18,9,11508,67,High
15,4,20663,39,High
6,8,27925,13,High
5,8,18003,10,Medium
17,13,21137,49,High
6,15,22693,54,High
3,14,696,43,High
6,15,9838,79,High
15,0,1826,51,High
6,0,7487,51,High
3,5,25679,21,High
7,6,21877,18,High
10,0,14411,72,High
1,15,3393,55,High
15,14,26890,31,High
3,5,16383,40,Medium
11,8,13637,71,High
12,12,25265,44,High
9,6,16949,74,High
17,5,19345,12,Low
12,15,23099,6,High
3,0,9278,54,High
10,3,20218,54,High
8,3,28902,70,High
17,11,25986,60,High
19,11,2704,26,High
4,14,3926,11,High
14,7,12318,52,High
8,0,22646,5,High
2,3,11199,51,High
6,8,3795,11,Medium
8,9,11738,35,Medium
18,2,22212,43,High
1,10,6688,60,High
8,14,9733,3,High
5,13,16042,16,High
6,15,7408,72,High
7,12,19965,1,High
15,7,2026,52,High
7,10,22207,79,High
8,1,5891,8,Low
5,13,14761,62,High
8,10,23863,35,High
14,9,29232,14,High
2,14,2807,9,High
16,3,568,71,High
17,12,14221,51,High
13,9,11918,24,Medium
20,5,6182,21,Low
9,1,12671,2,Low
13,5,7026,68,High
5,2,21834,55,High
9,14,5222,56,High
13,2,10783,31,Medium
3,1,6605,34,Medium
16,0,14226,55,High
8,7,22545,50,High
9,12,5623,3,High
2,11,16163,30,High
9,8,25656,61,High
14,4,27926,59,High
20,15,27031,79,High
20,11,9316,44,High
15,1,7142,36,Medium
5,3,8064,79,High
3,10,4611,36,Medium
4,7,16740,45,Medium
2,14,20787,58,High
2,12,22146,43,High
11,3,25111,26,High
6,5,14880,19,Low
8,10,26108,18,High
19,12,26585,31,High
15,7,15418,26,Medium
5,10,4249,78,High
16,14,8633,56,High
19,11,12278,51,High
19,2,11372,36,Medium
14,9,25191,9,High
14,9,5999,67,High
19,0,19945,20,Low
10,15,8947,74,High
7,14,21088,16,High
2,9,24715,9,High
17,4,19826,46,Medium
17,6,2809,1,Medium
12,2,4383,26,Medium
20,4,23224,7,High
1,8,20516,11,High
15,15,28695,47,High
18,1,25764,22,High
13,14,17430,29,High
14,3,28113,18,High
16,1,20325,71,High
6,7,22960,8,High
7,4,25284,27,High
4,12,26082,65,High
19,6,6310,53,High
1,13,19281,38,High
5,9,22942,53,High
19,11,6902,26,High
2,12,16106,55,High
18,10,11970,22,Medium
17,0,24180,6,High
3,9,28317,54,High
2,0,22466,55,High
7,6,29242,43,High
14,5,15831,20,Low
8,11,4113,59,High
19,7,27817,76,High
16,6,25079,47,High
12,2,29620,62,High
7,9,12060,60,High
14,2,6410,12,Low
9,14,11556,9,High
1,14,2673,14,High
8,4,3245,38,Medium
20,8,26298,73,High
16,8,9692,32,Medium
15,11,27804,77,High
4,13,23831,24,High
18,5,25623,15,High
4,12,23575,23,High
7,15,18327,26,High
12,3,22640,22,High
15,11,3239,2,High
6,7,23959,38,High
1,8,2317,16,Medium
5,1,24316,63,High
19,5,26826,61,High
11,7,12748,51,High
1,13,29178,62,High
16,13,13740,57,High
6,0,22251,40,High
9,11,16128,65,High
15,1,4217,39,Medium
10,2,25223,17,High
11,9,4370,25,Medium
14,1,27678,22,High
9,2,27285,3,High
12,1,19926,61,High
4,9,15716,19,Medium
20,12,18627,23,High
4,9,24542,53,High
12,14,14002,71,High
2,9,8159,39,Medium
18,10,29379,33,High
10,12,8704,28,High
1,3,26319,55,High
11,9,2424,16,Medium
16,13,23253,55,High
19,13,5526,62,High
2,11,14236,47,High
9,0,16254,19,Low
5,0,18616,38,Medium
13,12,9655,58,High
18,13,996,44,High
18,0,21591,43,High
12,8,24804,7,High
9,2,27174,54,High
4,14,18867,5,High
8,5,27886,55,High
10,6,9897,40,Medium
1,9,11874,31,Medium
10,7,5903,2,Medium
17,11,834,72,High
9,13,6240,10,High
9,4,27062,7,High
7,4,7194,60,High
20,4,1351,45,Medium
12,1,18386,49,Medium
10,7,9042,21,Medium
14,7,25625,74,High
4,6,3588,12,Medium
12,9,23844,29,High
18,13,25841,47,High
13,8,12070,4,Medium
13,3,14578,16,Low
2,14,4953,29,High
9,2,1776,80,High
15,5,22320,57,High
11,14,17901,1,High
13,8,16253,37,Medium
4,11,5828,56,High
1,13,27758,31,High
8,4,3301,62,High
5,7,22453,10,High
14,10,11558,51,High
8,3,24366,17,High
10,10,29733,57,High
6,5,29209,39,High
6,11,16710,27,High
13,2,24753,10,High
12,6,29717,73,High
18,12,6421,49,High
14,6,2756,48,Medium
19,9,22061,15,High
9,0,25318,15,High
18,4,10627,24,Low
12,15,3017,12,High
1,9,11206,6,Medium
13,9,1857,43,Medium
11,0,1812,40,Medium
15,1,13439,44,Medium
3,13,6949,44,High
19,6,794,15,Medium
9,6,6312,10,Medium
12,7,9822,52,High
7,5,1412,54,High
12,4,26939,43,High
13,5,15309,27,Medium
4,4,7484,50,Medium
7,2,27527,55,High
16,1,23952,71,High
8,8,7890,46,Medium
17,13,19850,20,High
19,0,8322,78,High
13,5,21192,31,High
5,8,8276,21,Medium
20,13,22185,66,High
7,5,19309,32,Medium
18,0,26915,8,High
19,15,11176,53,High
13,9,24126,16,High
17,11,21330,5,High
9,13,1490,50,High
8,2,10502,77,High
9,3,7780,79,High
16,5,6125,38,Medium
1,11,11222,75,High
7,2,29945,50,High
6,5,14652,11,Low
8,11,6819,47,High
15,0,608,7,Low
5,12,2206,8,High
1,15,18721,77,High
9,4,29010,3,High
1,15,17897,2,High
4,11,12532,12,High
12,3,18719,33,Medium
2,10,12684,48,Medium
19,4,29491,44,High
3,8,27950,26,High
4,10,4396,72,High
16,3,13212,22,Low
18,5,12034,42,Medium
8,15,28392,26,High
2,12,23176,19,High
18,7,8325,18,Medium
9,2,8685,43,Medium
16,3,18163,20,Low
6,14,6959,48,High
7,10,22997,45,High
16,6,23214,28,High
11,3,25834,70,High
17,6,8809,7,Medium
13,14,13521,31,High
2,7,25362,31,High
20,3,8478,17,Low
18,9,17770,75,High
13,13,28963,2,High
4,15,26054,2,High
11,2,21071,28,High
2,15,10391,46,High
6,2,8494,10,Low
9,12,21642,47,High
14,0,19014,64,High
10,11,28069,41,High
3,6,5757,71,High
12,2,4126,72,High
14,5,3875,78,High
1,11,12097,69,High
18,5,24773,19,High
19,10,18853,8,Medium
7,10,21535,67,High
13,13,5044,72,High
8,15,18062,65,High
11,1,9020,75,High
10,14,13860,17,High
1,15,17970,68,High
6,14,22912,13,High
9,5,23990,35,High
6,0,20833,43,High
4,6,10336,61,High
14,8,7279,76,High
20,3,12176,79,High
19,14,18510,63,High
18,4,1493,36,Medium
11,15,1554,74,High
17,4,19197,43,Medium
15,5,16816,6,Low
13,1,19244,38,Medium
17,0,17366,29,Medium
18,9,21002,35,High
9,12,29328,1,High
15,13,10766,39,High
12,14,24450,31,High
14,6,1344,15,Medium
10,5,12718,27,Medium
1,5,12355,62,High
13,2,7738,19,Low
3,14,19563,24,High
17,10,3377,32,Medium
12,6,23408,4,High
10,0,8571,80,High
1,5,15525,14,Low
9,10,15098,46,Medium
19,15,17151,10,High
19,0,21398,50,High
1,0,14460,27,Medium
5,7,18411,11,Medium
10,1,25130,9,High
9,4,7273,1,Low
10,7,4015,23,Medium
8,5,3354,46,Medium
8,1,6699,38,Medium
20,5,15197,72,High
18,12,7987,50,High
4,10,3492,35,Medium
20,9,3916,34,Medium
6,10,14234,80,High
16,5,11367,69,High
12,12,12473,45,High
5,14,11186,38,High
1,8,27151,10,High
19,2,14692,68,High
10,2,13732,40,Medium
5,14,14773,33,High
19,9,19007,21,Medium
18,12,9883,19,High
2,9,29328,77,High
4,7,29019,10,High
4,13,27521,50,High
16,8,23794,52,High
4,7,29471,55,High
7,15,27493,50,High
7,13,20215,56,High
13,13,4708,41,High
17,8,12350,52,High
10,3,17527,72,High
17,13,20845,80,High
9,14,28351,36,High
12,6,25973,74,High
18,15,17811,18,High
20,3,12545,23,Low
1,15,14886,66,High
20,4,2791,55,High
17,5,7693,30,Medium
12,11,17415,57,High
1,9,19983,36,Medium
11,9,21159,73,High
16,0,14696,4,Low
12,12,16099,53,High
15,12,16870,72,High
18,12,29627,68,High
1,10,23285,77,High
14,11,818,9,High
16,15,2201,24,High
18,1,9473,41,Medium
1,13,21081,6,High
20,15,10174,42,High
16,8,5012,19,Medium
15,0,26794,64,High
6,10,5434,55,High
1,10,26893,49,High
20,2,9964,64,High
5,15,28665,58,High
9,6,6214,4,Medium
5,9,8025,2,Medium
19,11,13261,66,High
1,2,2647,38,Medium
15,8,27245,80,High
2,4,5194,25,Low
3,2,2410,3,Low
14,7,11881,77,High
5,14,9788,29,High
17,2,4256,46,Medium
16,2,5936,17,Low
4,11,4384,34,High
11,14,12632,5,High
13,9,4887,37,Medium
2,12,12347,64,High
19,7,4320,2,Medium
2,14,6236,11,High
9,11,8789,66,High
13,12,21272,51,High
4,6,25871,35,High
6,14,17137,25,High
14,3,15889,46,Medium
18,5,9546,21,Low
12,6,18834,13,Medium
12,3,27347,15,High
15,14,4290,45,High
7,10,22054,66,High
11,6,7997,40,Medium
4,4,19015,17,Low
17,7,6061,2,Medium
5,0,7904,8,Low
11,0,7351,21,Low
12,2,15263,24,Low
15,2,1815,48,Medium
8,4,25370,13,High
6,13,23377,11,High
12,3,27163,59,High
4,3,19228,75,High
9,14,2334,80,High
17,11,10588,80,High
10,2,17158,31,Medium
17,11,4993,10,High
18,7,24218,20,High
13,1,12107,75,High
16,7,9104,42,Medium
18,10,18655,35,Medium
20,9,13091,2,Medium
19,2,23463,73,High
1,9,24118,63,High
11,6,23533,55,High
18,5,2584,10,Low
18,14,10421,26,High
13,8,4747,49,Medium
13,7,8172,3,Medium
10,6,14409,12,Medium
1,11,10802,17,High
5,1,12963,70,High
15,2,3905,15,Low
8,10,20235,69,High
19,2,27805,73,High
4,5,22908,16,High
12,11,19076,3,High
14,10,22717,22,High
17,12,1556,48,High
2,13,8081,69,High
20,3,10232,77,High
12,12,22360,13,High
15,4,17438,45,Medium
6,7,8261,22,Medium
12,7,7524,67,High
15,0,7774,35,Medium
19,12,6499,47,High
7,10,1554,15,Medium
15,13,10247,36,High
14,9,17564,3,Medium
13,2,26344,53,High
19,2,13275,30,Medium
7,11,29187,9,High
4,8,10559,38,Medium
16,12,16799,61,High
8,11,12227,19,High
7,3,10299,48,Medium
18,1,19506,48,Medium
3,2,3571,64,High
16,10,22852,37,High
13,8,21808,74,High
17,12,3734,31,High
2,11,737,75,High
15,5,4930,23,Low
7,2,7294,69,High
20,15,14738,79,High
13,9,21655,11,High
9,14,7492,38,High
15,2,26720,34,High
7,1,14804,39,Medium
9,15,12585,48,High
20,8,2110,19,Medium
5,0,11899,46,Medium
3,11,11447,2,High
20,1,16699,55,High
12,0,12966,24,Low
7,11,25661,77,High
19,7,26228,3,High
3,10,23182,55,High
2,11,15225,79,High
10,9,21031,45,High
5,6,23697,20,High
17,5,562,46,Medium
10,5,5360,76,High
18,7,5308,9,Medium
10,11,27832,1,High
17,3,4139,61,High
5,7,4476,6,Medium
9,6,19636,74,High
1,6,10213,19,Medium
18,9,10217,66,High
5,13,21447,3,High
1,3,14230,42,Medium
18,3,15424,49,Medium
7,5,6699,37,Medium
15,14,20155,4,High
17,4,11443,76,High
16,7,13951,37,Medium
8,14,22411,10,High
6,15,3736,27,High
9,10,16278,67,High
1,8,10265,43,Medium
5,3,24135,8,High
14,13,1984,4,High
19,3,7975,7,Low
10,7,6034,62,High
7,12,28577,50,High
14,9,13807,14,Medium
7,14,15869,46,High
7,7,12558,53,High
2,6,29970,29,High
14,2,20188,22,High
3,7,20703,47,High
2,11,3413,43,High
2,3,16437,54,High
3,2,21618,80,High
18,8,7890,1,Medium
11,8,4089,50,Medium
2,15,7082,25,High
4,1,22285,29,High
10,1,8837,4,Low
19,12,24929,60,High
16,9,21099,30,High
7,14,27418,55,High
16,10,25849,43,High
13,0,16754,22,Low
19,11,25784,6,High
1,13,13231,36,High
3,15,29173,72,High
20,1,12668,75,High
10,8,22805,52,High
11,14,1286,30,High
10,15,7219,68,High
14,12,10772,79,High
19,15,27475,65,High
20,2,16888,27,Medium
13,3,14494,67,High
18,13,19973,80,High
3,5,3209,19,Low
10,4,3171,62,High
15,7,9624,49,Medium
9,8,1362,66,High
2,4,14494,26,Medium
8,8,22532,18,High
3,7,9044,51,High
20,3,4699,21,Low
8,8,3074,77,High
19,10,6379,55,High
16,5,19171,6,Low
4,9,1624,77,High
4,15,18469,64,High
8,7,20409,31,High
12,15,23034,56,High
14,0,26265,31,High
17,0,14075,53,High
10,15,3150,41,High
5,14,2717,23,High
20,4,2645,52,High
5,11,7300,6,High
14,15,22177,31,High
6,6,20758,76,High
2,5,24316,79,High
8,1,4173,43,Medium
17,12,19338,70,High
18,8,20230,49,High
2,15,2561,45,High
1,3,8470,79,High
12,2,10405,48,Medium
3,0,24416,53,High
17,11,3982,47,High
6,9,8602,1,Medium
19,10,19192,26,Medium
10,1,8548,13,Low
3,5,1293,40,Medium
12,2,21502,18,High
10,9,21518,19,High
19,2,5792,62,High
7,15,4043,67,High
5,1,20707,6,High
17,15,20019,74,High
3,7,11244,57,High
4,12,24288,61,High
4,5,2669,50,Medium
4,6,7215,8,Medium
11,8,25384,63,High
3,12,1225,17,High
16,15,7164,11,High
19,7,925,19,Medium
2,2,7679,22,Low
14,2,28157,9,High
4,1,22173,62,High
20,2,25808,58,High
18,8,18196,59,High
3,4,11801,24,Low
4,7,29447,50,High
4,3,27004,21,High
17,2,29307,75,High
15,8,5923,48,Medium
11,4,2233,43,Medium
12,10,7191,51,High
19,2,3661,43,Medium
8,10,5646,5,Medium
17,0,16050,17,Low
4,0,11765,20,Low
6,6,27494,40,High
4,7,10391,46,Medium
9,5,25331,3,High
7,10,29885,23,High
15,9,27269,50,High
16,13,11113,52,High
1,3,11562,45,Medium
12,10,23327,53,High
4,9,26379,35,High
13,1,20973,78,High
12,4,15128,36,Medium
4,12,13055,56,High
16,12,1446,31,High
19,12,9731,77,High
8,8,10627,59,High
1,9,2740,44,Medium
2,0,22256,77,High
14,0,14597,39,Medium
17,3,25607,1,High
8,1,992,34,Medium
11,12,15150,44,High
17,2,15361,79,High
11,6,14277,9,Medium
17,1,22198,33,High
18,7,22196,18,High
17,13,18368,47,High
13,12,22843,56,High
9,10,13438,41,Medium
20,14,29378,34,High
15,12,17790,64,High
16,7,5953,43,Medium
8,14,26497,48,High
18,3,29851,50,High
15,4,7278,54,High
17,3,20818,27,High
20,2,8432,80,High
5,7,6040,40,Medium
16,3,14489,43,Medium
18,5,21642,57,High
2,6,9370,52,High
18,10,26841,68,High
16,4,18871,37,Medium
20,15,13347,33,High
11,9,27077,2,High
11,1,13575,16,Low
17,11,1682,59,High
1,11,16771,49,High
14,10,23645,47,High
18,1,19865,56,High
16,8,2307,53,High
4,12,27360,28,High
8,10,3358,40,Medium
17,9,5528,13,Medium
17,0,14195,68,High
10,11,29537,79,High
13,7,26940,73,High
15,14,23090,10,High
1,7,28143,9,High
13,3,18401,39,Medium
12,2,11994,68,High
14,6,11777,15,Medium
9,5,3639,57,High
6,1,23103,58,High
8,8,27891,79,High
5,10,25682,80,High
18,8,15828,4,Medium
13,3,11171,35,Medium
11,14,7196,25,High
9,14,27882,79,High
3,3,2291,13,Low
3,7,11836,10,Medium
1,12,854,54,High
2,9,1778,69,High
5,12,25278,67,High
14,6,5243,74,High
10,0,10665,76,High
3,15,22835,33,High
17,8,17528,61,High
7,15,12273,18,High
13,12,11605,29,High
6,1,6433,28,Medium
1,5,20546,32,High
4,12,2886,28,High
10,14,23570,79,High
12,5,8184,43,Medium
20,7,29757,61,High
9,0,17940,35,Medium
8,8,2749,68,High
1,1,3793,45,Medium
10,4,8487,10,Low
8,15,2467,21,High
17,9,21951,61,High
1,10,5273,25,Medium
17,10,29105,32,High
1,8,3391,38,Medium
17,0,19149,37,Medium
16,14,15940,21,High
12,11,9082,76,High
18,10,5490,39,Medium
16,9,20385,46,High
20,1,6405,60,High
10,6,4928,3,Medium
12,4,20331,37,High
13,5,18428,40,Medium
6,11,11952,43,High
20,8,8225,59,High
4,12,6699,80,High
12,0,18449,56,High
15,11,3212,49,High
19,10,9115,29,Medium
20,0,9946,46,Medium
4,5,19643,39,Medium
4,10,28773,18,High
16,11,15890,17,High
5,9,8796,63,High
16,4,7220,72,High
8,0,29619,9,High
13,14,26670,56,High
11,1,22012,48,High
7,15,11808,31,High
6,15,17962,59,High
15,11,23003,55,High
9,11,28131,57,High
1,13,8850,8,High
1,8,4934,50,Medium
1,9,5211,4,Medium
14,10,21339,5,High
2,15,997,18,High
5,15,21975,40,High
9,1,22946,30,High
9,7,5411,50,Medium
16,8,29939,17,High
14,6,23532,29,High
8,3,22224,50,High
12,13,6371,71,High
12,5,27744,53,High
5,10,8705,24,Medium
8,12,17008,43,High
5,6,18699,53,High
4,2,23992,33,High
12,1,5845,68,High
7,13,24756,66,High
2,15,16212,9,High
20,8,17629,20,Medium
1,12,1890,57,High
17,5,12832,68,High
2,1,27483,12,High
1,3,4810,11,Low
6,12,13234,43,High
14,4,14746,49,Medium
20,11,18274,12,High
15,12,3729,59,High
12,10,27787,12,High
19,4,24871,63,High
10,14,13843,64,High
11,8,5127,80,High
5,13,1632,2,High
9,4,6126,45,Medium
9,2,24042,77,High
7,12,24710,59,High
12,6,27586,55,High
16,10,4920,42,Medium
2,3,23103,63,High
13,3,20921,17,High
13,11,9362,43,High
8,7,4367,60,High
10,8,1983,80,High
14,9,4924,79,High
9,3,19661,59,High
4,3,15336,46,Medium
12,9,15168,5,Medium
7,2,3421,73,High
9,0,5770,38,Medium
5,9,5078,20,Medium
11,6,7399,9,Medium
9,8,13041,7,Medium
17,13,27026,46,High
6,3,22317,52,High
13,3,16462,43,Medium
13,0,5554,74,High
4,14,9712,64,High
14,7,25980,42,High
6,1,24632,17,High
9,1,25301,80,High
17,9,15015,9,Medium
4,9,16249,66,High
3,0,11328,13,Low
13,7,13164,34,Medium
7,11,27417,36,High
1,3,11095,48,Medium
13,0,18970,24,Low
9,7,16247,4,Medium
7,6,19883,17,Medium
13,14,7295,8,High
1,0,10837,18,Low
20,15,25435,68,High
15,13,14153,14,High
16,9,16582,51,High
11,3,29048,53,High
11,13,25575,1,High
14,15,12663,11,High
15,11,7850,63,High
1,13,10934,61,High
1,13,5507,37,High
1,13,9674,64,High
18,9,3198,13,Medium
19,9,10298,11,Medium
7,12,3184,46,High
7,7,11043,33,Medium
6,7,29199,37,High
4,2,7908,70,High
10,11,18206,62,High
12,15,7369,11,High
11,10,20680,73,High
5,0,8769,8,Low
9,13,25873,20,High
11,2,16632,21,Low
8,15,24146,14,High
12,6,4603,60,High
11,0,8284,62,High
17,8,17592,39,Medium
2,14,4118,69,High
8,5,4333,78,High
9,4,22433,63,High
11,9,14611,74,High
4,1,2079,17,Low
13,15,1117,47,High
7,7,15036,32,Medium
5,6,29476,71,High
12,9,12727,14,Medium
20,6,28879,7,High
7,2,5536,38,Medium
17,8,18485,55,High
19,10,20911,33,High
12,13,5540,43,High
9,1,29304,29,High
13,7,20128,23,High
7,10,21232,9,High
1,11,21261,36,High
17,1,6841,49,Medium
8,13,12899,34,High
9,9,25336,41,High
20,4,23381,45,High
7,12,23371,45,High
11,5,24650,63,High
18,0,16292,68,High
2,8,25651,7,High
9,7,18973,13,Medium
14,1,5817,51,High
12,8,7364,12,Medium
11,9,9068,65,High
2,10,5540,76,High
12,12,11666,36,High
5,3,24844,69,High
13,15,25386,76,High
16,6,18177,31,Medium
18,15,16303,71,High
14,0,26886,12,High
3,3,621,27,Medium
16,3,13515,64,High
10,1,11254,50,Medium
12,1,17193,79,High
10,7,7232,18,Medium
5,3,16561,12,Low
18,2,15255,40,Medium
5,7,9240,53,High
17,0,26828,53,High
6,4,2883,29,Medium
2,15,9241,63,High
14,13,27466,43,High
3,2,11393,27,Medium
20,9,17189,71,High
1,12,3645,4,High
11,14,2950,17,High
18,6,9414,17,Medium
16,11,9735,6,High
20,6,8425,23,Medium
4,10,29075,50,High
18,12,16640,63,High
13,6,16970,3,Medium
5,7,16136,24,Medium
18,12,1985,3,High
5,14,13922,76,High
15,9,28393,25,High
15,0,24488,60,High
15,7,6644,74,High
17,15,1273,58,High
2,10,2021,75,High
1,12,4330,24,High
12,6,26066,80,High
20,8,29792,77,High
14,8,5714,3,Medium
9,7,8218,60,High
16,7,16039,62,High
3,6,6090,42,Medium
8,3,3956,58,High
13,0,1077,69,High
14,4,24871,53,High
8,5,14697,77,High
4,8,1852,22,Medium
19,11,28588,22,High
12,8,8879,78,High
16,8,15850,7,Medium
5,9,27695,62,High
12,3,4760,52,High
18,4,18397,24,Low
5,4,22996,44,High
17,9,21260,60,High
20,1,3499,5,Low
7,5,29480,25,High
19,11,20645,16,High
15,15,26154,51,High
10,8,12170,5,Medium
10,5,5334,17,Low
11,14,2623,67,High
16,6,3356,45,Medium
8,13,11249,28,High
15,15,2129,61,High
12,12,26481,41,High
14,10,29943,42,High
5,13,19021,54,High
1,8,12192,74,High
14,11,4090,76,High
7,7,16605,45,Medium
6,12,6454,10,High
16,4,10929,67,High
9,5,15037,14,Low
16,6,29115,35,High
16,1,927,77,High
7,10,21150,20,High
16,14,8420,58,High
19,7,21242,25,High
8,0,1336,56,High
16,0,24757,56,High
7,12,29670,62,High
10,2,24781,38,High
12,9,27032,2,High
8,12,12354,60,High
16,4,7415,50,Medium
4,7,6519,54,High
13,7,2678,72,High
11,7,16872,32,Medium
20,5,22645,7,High
5,10,21429,67,High
3,15,21811,26,High
15,7,18891,60,High
11,8,22726,75,High
4,14,7681,37,High
4,5,8001,41,Medium
3,0,27861,70,High
17,15,11213,51,High
19,14,11271,36,High
9,2,24995,62,High
9,12,4821,4,High
20,2,10338,80,High
20,8,25022,75,High
19,15,26151,50,High
18,13,11767,36,High
11,14,24158,31,High
12,4,4894,70,High
11,7,16360,68,High
11,6,3724,16,Medium
11,0,3274,76,High
14,15,15676,60,High
15,1,10188,41,Medium
20,6,2162,76,High
2,10,24344,21,High
19,7,6612,35,Medium
11,8,17072,70,High
19,10,27243,60,High
15,14,11447,25,High
11,7,26757,27,High
1,3,7412,7,Low
5,13,10909,6,High
20,12,17126,61,High
1,13,12281,46,High
11,2,13143,76,High
12,3,13205,74,High
20,13,17447,8,High
3,15,6243,24,High
10,1,1756,34,Medium
16,14,13779,36,High
4,1,26087,60,High
2,13,11552,9,High
12,5,5485,34,Medium
5,3,9232,24,Low
2,12,21490,47,High
1,8,3125,32,Medium
10,8,12938,37,Medium
17,8,14077,63,High
3,6,2210,48,Medium
8,12,14495,80,High
1,12,3776,14,High
17,8,18998,63,High
2,2,8718,37,Medium
11,1,10700,70,High
19,15,12157,9,High
19,10,27660,10,High
16,4,19251,11,Low
18,7,15308,48,Medium
4,5,11125,73,High
8,0,20619,50,High
17,3,21049,47,High
7,2,6949,54,High
6,5,13852,20,Low
16,7,20375,6,High
2,13,12244,27,High
12,6,22089,53,High
16,9,19434,42,Medium
3,8,10961,61,High
20,10,23185,28,High
3,15,6913,49,High
19,2,11481,8,Low
12,11,15821,20,High
2,6,21171,15,High
19,11,13559,33,High
9,9,5301,76,High
14,5,1302,42,Medium
12,5,11936,19,Low
13,10,17364,70,High
18,3,6128,73,High
10,12,29930,62,High
17,14,9271,58,High
11,9,1251,47,Medium
10,8,20925,66,High
10,3,25120,36,High
17,10,23319,53,High
6,4,3197,22,Low
1,4,17932,70,High
1,13,8162,7,High
5,12,19861,79,High
19,3,3495,60,High
13,10,10757,14,Medium
9,8,29821,79,High
17,10,14454,38,Medium
15,11,25955,79,High
15,5,16080,54,High
10,1,12970,27,Medium
11,2,12920,67,High
9,0,8765,70,High
17,6,25465,23,High
1,8,2251,47,Medium
2,14,7274,8,High
16,11,2791,5,High
7,1,922,31,Medium
18,13,26660,41,High
18,10,4843,62,High
5,6,11745,71,High
15,9,5243,59,High
18,10,28248,74,High
4,4,8923,70,High
2,3,7869,7,Low
15,2,4078,78,High
12,8,27331,73,High
14,7,29864,65,High
14,15,3003,27,High
16,12,16984,44,High
17,2,16964,57,High
